20171106,서초,11.4,64.5,34,23,0.009,0.053,0.7,0.004,98
20171107,서초,14.4,61.4,43,28,0.004,0.064,0.7,0.004,106
20171108,서초,13.1,53.3,57,29,0.032,0.026,0.5,0.004,102
20171109,서초,9.4,39.6,48,26,0.008,0.052,0.7,0.004,99
20171110,서초,9.8,56.3,44,23,0.013,0.044,0.7,0.004,100
20171111,서초,5.9,42.9,59,12,0.019,0.021,0.4,0.003,101
20171112,서초,5.3,57.1,29,18,0.011,0.036,0.5,0.003,109
20171113,서초,8.4,64.4,39,25,0.005,0.051,0.7,0.004,98
20171114,서초,7.5,42.5,42,18,0.019,0.026,0.5,0.004,99
20171115,서초,3.2,38.3,23,11,0.021,0.021,0.4,0.004,95
20171116,서초,1,30.3,23,13,0.015,0.03,0.5,0.003,95
20171117,서초,3,39.4,39,24,0.003,0.048,0.7,0.004,97
20171118,서초,-2.1,38.5,37,21,0.024,0.012,0.4,0.003,100
20171119,서초,-1.6,37.8,23,12,0.021,0.018,0.4,0.003,103
20171120,서초,-0.4,55.3,35,21,0.01,0.036,0.6,0.004,102
20171121,서초,1.3,55.6,47,31,0.004,0.049,0.8,0.004,103
20171122,서초,4.3,54.8,63,34,0.011,0.04,0.7,0.005,102
20171123,서초,0.9,49.3,21,11,0.015,0.024,0.4,0.004,100
20171124,서초,-0.4,62.5,18,12,0.013,0.025,0.4,0.003,113
20171125,서초,3,77.6,25,15,0.003,0.045,0.7,0.003,105
20171126,서초,3.3,71.6,39,25,0.011,0.032,0.7,0.003,93
20171127,서초,2.5,53,45,29,0.004,0.049,0.8,0.004,93
20171128,서초,6.4,64.1,71,48,0.003,0.061,1.1,0.006,109
20171129,서초,3.2,48.3,55,27,0.014,0.028,0.5,0.004,97
20171130,서초,-2.4,26.8,21,10,0.024,0.018,0.4,0.003,99
20171201,서초,-2.2,49.4,21,13,0.013,0.035,0.5,0.004,106
20171202,서초,1.9,59.9,35,24,0.004,0.047,0.7,0.005,96
20171203,서초,4.9,83.1,48,36,0.002,0.048,0.9,0.004,103
20171204,서초,-1.2,48.1,38,27,0.019,0.021,0.5,0.004,93
20171205,서초,-4.2,40.1,19,10,0.019,0.02,0.4,0.004,103
20171206,서초,0.2,72.6,32,23,0.004,0.042,0.7,0.004,89
20171207,서초,0.7,64.5,42,33,0.011,0.035,0.7,0.004,91
20171208,서초,-3.8,41.3,28,20,0.016,0.024,0.5,0.004,92
20171209,서초,-0.5,46.1,36,24,0.003,0.051,0.8,0.004,86
20171210,서초,1.1,67.9,37,26,0.011,0.034,0.7,0.004,89
20171211,서초,-7,40.5,36,9,0.018,0.012,0.3,0.003,90
20171212,서초,-9.4,41.9,28,15,0.016,0.018,0.4,0.004,93
20171213,서초,-8.7,42,30,17,0.015,0.024,0.5,0.003,98
20171214,서초,-6.6,42.9,48,34,0.004,0.048,0.9,0.004,105
20171215,서초,-3,52.6,73,56,0.002,0.067,1.3,0.005,89
20171216,서초,-5.7,43.1,36,25,0.021,0.017,0.5,0.004,100
20171217,서초,-6.7,38.1,31,12,0.022,0.019,0.4,0.003,85
20171218,서초,-1.6,80,57,38,0.004,0.053,1.1,0.004,103
20171219,서초,-3.9,49.4,42,21,0.016,0.022,0.5,0.004,90
20171220,서초,-3.9,68,42,32,0.003,0.045,0.8,0.004,111
20171221,서초,-0.9,71.4,48,37,0.004,0.052,0.9,0.005,92
20171222,서초,3.4,66.6,55,41,0.003,0.063,1.1,0.007,95
20171223,서초,6.1,75.8,99,72,0.009,0.057,1,0.008,90
20171224,서초,2.9,82,69,54,0.017,0.042,0.9,0.005,144
20171225,서초,-2.1,43.1,23,14,0.022,0.02,0.4,0.005,149
20171226,서초,-3.8,41.8,22,12,0.018,0.024,0.4,0.004,103
20171227,서초,-6.9,31.4,23,13,0.015,0.025,0.5,0.004,103
20171228,서초,-2.1,47,35,23,0.005,0.043,0.7,0.004,94
20171229,서초,2.1,67,81,58,0.007,0.052,0.9,0.007,96
20171230,서초,1.4,79.5,112,87,0.003,0.056,1.1,0.005,105
20171231,서초,-0.3,54.4,53,34,0.022,0.022,0.6,0.004,95
20170101,삼성,2.7,75.9,40,26,0.014,0.057,0.7,0.006,96
20170102,삼성,5,77.8,33,21,0.014,0.047,0.5,0.004,90
20170103,삼성,2,61.8,46,33,0.023,0.034,0.5,0.005,97
20170104,삼성,3.9,55,46,31,0.018,0.044,0.6,0.005,97
20170105,삼성,3.8,52.3,28,17,0.023,0.032,0.4,0.004,97
20170106,삼성,5.4,58.5,33,21,0.034,0.017,0.4,0.004,90
20170107,삼성,4.6,64.9,36,28,0.008,0.049,0.6,0.004,98
20170108,삼성,6.5,61.4,47,30,0.01,0.052,0.6,0.004,102
20170109,삼성,1.5,60.8,40,20,0.033,0.016,0.3,0.003,101
20170110,삼성,-3.7,45.1,43,28,0.013,0.045,0.6,0.004,91
20170111,삼성,-3.8,36.4,29,16,0.029,0.021,0.3,0.004,92
20170112,삼성,-2.2,43.1,42,16,0.03,0.018,0.3,0.003,99
20170113,삼성,-6,47.4,71,53,0.008,0.07,1.2,0.007,92
20170114,삼성,-8.4,33.3,59,43,0.007,0.069,0.9,0.007,96
20170115,삼성,-6.6,35.3,47,32,0.022,0.036,0.4,0.005,100
20170116,삼성,-3.8,37.6,42,29,0.006,0.057,0.7,0.006,101
